HYDROGEN TOLUENE							
T C	P atm	X	Y				
188.7	20	0.0113	 0.6674				
188.7	 29.9	0.0187	 0.7678				
188.7	 49.7	0.0342	 0.8425				
188.7	 99.8	0.0704	 0.9064				
188.7	 149.9	0.1023	 0.9284				
188.7	 200.2	0.1331	 0.9374				
188.7	 250.4	0.1645	 0.9430				
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
